city,area,parking_lot_name,day_of_week,time_of_day,is_weekend,is_holiday,weather_condition,temperature_c,traffic_density,distance_from_user_km,vehicle_type,base_price,dynamic_multiplier,final_price,event_nearby,total_slots,occupied_slots,free_slots,slots_free_in_15min,future_bookings_15min,availability_score
Pune,Kharadi,pict_campus,Monday,14.95,0,0,Cloudy,36.8,0.627,13.94,car,50.0,1.2,60.0,0,500,385,115,161,31,0.2021
Pune,Hadapsar,amanora_mall,Wednesday,8.27,0,0,Clear,41.9,0.66,15.4,scooter,50.0,1.5,75.0,0,800,741,59,141,11,0.02
Pune,Magarpatta,seasons_mall,Saturday,20.18,1,0,Clear,22.6,0.117,17.58,car,50.0,0.8,40.0,0,600,43,557,561,248,0.98
Pune,Magarpatta,seasons_mall,Wednesday,21.78,0,0,Cloudy,23.9,0.292,0.81,motorcycle,50.0,0.8,40.0,0,600,30,570,573,108,0.98
Pune,Magarpatta,seasons_mall,Wednesday,15.75,0,0,Clear,19.6,0.772,7.89,scooter,50.0,1.0,50.0,0,600,312,288,305,71,0.6272
Pune,Magarpatta,seasons_mall,Sunday,9.07,1,0,Cloudy,24.7,0.894,19.68,car,50.0,1.0,50.0,0,600,226,374,397,80,0.3768
Pune,Magarpatta,seasons_mall,Sunday,14.43,1,0,Clear,34.8,0.409,16.1,motorcycle,50.0,0.8,40.0,0,600,144,456,476,167,0.6845
Pune,Kharadi,pict_campus,Saturday,14.55,1,0,Cloudy,38.6,0.764,14.98,car,50.0,1.0,50.0,0,500,171,329,353,121,0.7771
Pune,Kharadi,eon_it_park,Saturday,12.05,1,0,Rainy,28.2,0.953,21.78,scooter,50.0,1.2,60.0,0,350,173,177,190,59,0.6227
Pune,Hadapsar,amanora_mall,Tuesday,20.17,0,0,Cloudy,26.0,0.458,11.36,motorcycle,50.0,0.8,40.0,0,800,209,591,604,146,0.8663
Pune,Hadapsar,amanora_mall,Thursday,20.05,0,0,Clear,30.0,0.208,13.1,motorcycle,50.0,0.8,40.0,0,800,142,658,666,210,0.777
Pune,Kharadi,eon_it_park,Sunday,11.8,1,0,Clear,31.0,0.49,11.85,car,50.0,0.8,40.0,0,350,101,249,254,110,0.8249
Pune,Kharadi,pict_campus,Thursday,11.95,0,0,Cloudy,24.3,0.595,18.78,car,50.0,1.2,60.0,0,500,372,128,176,43,0.2009
Pune,Hadapsar,amanora_mall,Wednesday,6.35,0,0,Cloudy,30.7,0.193,6.92,car,50.0,0.8,40.0,0,800,212,588,608,137,0.7984
Pune,Kharadi,pict_campus,Monday,16.62,0,1,Rainy,29.1,0.883,21.05,motorcycle,50.0,1.25,62.4,1,500,130,370,379,104,0.8076
Pune,Kharadi,kharadi_it_park,Friday,21.47,0,0,Clear,26.0,0.237,10.58,motorcycle,50.0,0.8,40.0,0,400,109,291,307,89,0.741
Pune,Kharadi,eon_it_park,Friday,7.72,0,0,Rainy,26.6,0.509,8.84,car,50.0,0.96,48.0,0,350,74,276,283,121,0.8196
Pune,Kharadi,pict_campus,Friday,7.28,0,0,Clear,16.2,0.476,4.11,motorcycle,50.0,1.0,50.0,0,500,153,347,367,119,0.6668
Pune,Magarpatta,seasons_mall,Monday,22.63,0,0,Cloudy,25.7,0.25,15.35,car,50.0,0.8,40.0,0,600,58,542,546,98,0.778
Pune,Kharadi,pict_campus,Wednesday,10.62,0,0,Cloudy,25.1,0.752,20.11,car,50.0,1.5,75.0,0,500,440,60,90,11,0.02
Pune,Kharadi,kharadi_it_park,Wednesday,13.15,0,1,Clear,24.5,0.545,8.96,motorcycle,50.0,0.8,40.0,0,400,74,326,333,142,0.8483
Pune,Kharadi,pict_campus,Thursday,22.83,0,0,Clear,26.7,0.212,18.98,motorcycle,50.0,0.8,40.0,0,500,133,367,382,100,0.6027
Pune,Kharadi,kharadi_it_park,Saturday,21.97,1,0,Clear,32.6,0.1,11.65,car,50.0,0.8,40.0,0,400,20,380,382,169,0.8265
Pune,Kharadi,kharadi_it_park,Saturday,12.07,1,0,Cloudy,26.5,0.718,11.55,motorcycle,50.0,1.0,50.0,0,400,126,274,290,68,0.6892
Pune,Kharadi,eon_it_park,Saturday,22.7,1,0,Rainy,27.3,0.622,8.23,bicycle,50.0,0.96,48.0,0,350,17,333,335,123,0.98
Pune,Hadapsar,amanora_mall,Monday,6.05,0,0,Cloudy,21.1,0.298,24.69,car,50.0,0.8,40.0,0,800,145,655,671,272,0.7634
Pune,Kharadi,kharadi_it_park,Saturday,15.73,1,0,Cloudy,30.4,0.715,5.21,car,50.0,1.0,50.0,0,400,189,211,221,53,0.4734
Pune,Hadapsar,amanora_mall,Wednesday,18.48,0,0,Cloudy,29.9,0.733,15.69,scooter,50.0,1.0,50.0,0,800,398,402,430,103,0.4773
Pune,Hadapsar,amanora_mall,Friday,20.73,0,0,Cloudy,41.7,0.244,24.04,bicycle,50.0,0.8,40.0,0,800,79,721,728,182,0.98
Pune,Kharadi,pict_campus,Tuesday,21.17,0,0,Rainy,24.4,0.408,16.46,car,50.0,0.96,48.0,0,500,91,409,421,174,0.9351
Pune,Kharadi,eon_it_park,Wednesday,18.23,0,0,Clear,25.7,0.6,18.98,car,50.0,1.95,97.5,1,350,309,41,81,17,0.2166
Pune,Magarpatta,seasons_mall,Monday,11.45,0,0,Clear,31.9,0.539,18.56,motorcycle,50.0,1.2,60.0,0,600,415,185,212,58,0.1964
Pune,Kharadi,eon_it_park,Tuesday,7.68,0,0,Clear,26.3,0.141,17.07,scooter,50.0,1.0,50.0,0,350,111,239,252,97,0.6543
Pune,Kharadi,eon_it_park,Friday,7.67,0,0,Clear,20.9,0.389,14.34,scooter,50.0,0.8,40.0,0,350,99,251,260,84,0.7744
Pune,Kharadi,kharadi_it_park,Thursday,22.87,0,0,Cloudy,18.2,0.218,12.93,scooter,50.0,0.8,40.0,0,400,107,293,305,75,0.6584
Pune,Kharadi,kharadi_it_park,Monday,12.32,0,0,Clear,37.5,0.592,24.14,car,50.0,1.5,75.0,0,400,380,20,42,7,0.02
Pune,Magarpatta,seasons_mall,Saturday,20.57,1,0,Clear,22.3,0.455,9.6,motorcycle,50.0,0.8,40.0,0,600,80,520,529,116,0.9647
Pune,Kharadi,pict_campus,Thursday,14.98,0,0,Clear,40.1,0.666,13.62,motorcycle,50.0,1.5,75.0,0,500,433,67,114,18,0.156
Pune,Kharadi,pict_campus,Saturday,22.68,1,1,Cloudy,31.0,0.1,13.63,scooter,50.0,0.8,40.0,0,500,25,475,476,176,0.98
Pune,Magarpatta,seasons_mall,Wednesday,11.68,0,0,Cloudy,24.2,0.705,4.22,motorcycle,50.0,1.0,50.0,0,600,309,291,312,91,0.412
Pune,Kharadi,eon_it_park,Monday,19.92,0,0,Cloudy,29.4,0.991,23.54,motorcycle,50.0,1.0,50.0,0,350,198,152,171,24,0.6116
Pune,Kharadi,eon_it_park,Thursday,20.07,0,0,Cloudy,33.6,0.369,5.67,car,50.0,0.8,40.0,0,350,86,264,276,59,0.8807
Pune,Kharadi,eon_it_park,Sunday,7.62,1,0,Clear,34.6,0.186,1.07,car,50.0,0.8,40.0,0,350,20,330,331,55,0.8186
Pune,Kharadi,pict_campus,Saturday,21.97,1,0,Clear,19.3,0.274,6.51,motorcycle,50.0,0.8,40.0,0,500,52,448,454,84,0.867
Pune,Kharadi,pict_campus,Sunday,8.8,1,0,Cloudy,15.9,0.922,3.21,bicycle,50.0,1.0,50.0,0,500,178,322,337,130,0.5678
Pune,Kharadi,pict_campus,Thursday,15.18,0,0,Clear,27.0,0.481,19.62,motorcycle,50.0,1.5,75.0,0,500,412,88,115,27,0.213
Pune,Hadapsar,amanora_mall,Sunday,16.73,1,0,Cloudy,20.2,0.696,10.82,scooter,50.0,0.8,40.0,0,800,180,620,642,192,0.8254
Pune,Kharadi,kharadi_it_park,Sunday,10.57,1,0,Cloudy,30.2,0.782,6.6,car,50.0,1.0,50.0,0,400,176,224,236,97,0.3755
Pune,Magarpatta,seasons_mall,Wednesday,6.13,0,0,Clear,23.0,0.345,5.34,car,50.0,0.8,40.0,0,600,79,521,531,89,0.9426
Pune,Hadapsar,amanora_mall,Friday,16.48,0,0,Clear,39.7,0.723,19.35,car,50.0,1.2,60.0,0,800,506,294,350,127,0.3543
Pune,Kharadi,pict_campus,Thursday,13.52,0,0,Clear,18.1,0.684,7.16,car,50.0,1.2,60.0,0,500,398,102,128,42,0.1843
Pune,Kharadi,pict_campus,Friday,20.88,0,0,Clear,20.4,0.198,9.41,scooter,50.0,0.8,40.0,0,500,76,424,428,132,0.7273
Pune,Magarpatta,seasons_mall,Monday,7.87,0,0,Clear,23.1,0.46,17.91,motorcycle,50.0,0.8,40.0,0,600,89,511,516,159,0.9031
Pune,Kharadi,eon_it_park,Sunday,12.7,1,0,Clear,26.7,0.62,9.77,scooter,50.0,1.0,50.0,0,350,109,241,255,103,0.8245
Pune,Kharadi,eon_it_park,Saturday,20.07,1,0,Cloudy,26.5,0.129,4.79,motorcycle,50.0,0.8,40.0,0,350,17,333,334,91,0.9617
Pune,Kharadi,eon_it_park,Sunday,18.93,1,0,Clear,37.5,0.65,21.36,car,50.0,0.8,40.0,0,350,54,296,299,64,0.804
Pune,Kharadi,eon_it_park,Monday,20.73,0,0,Cloudy,33.2,0.301,21.12,scooter,50.0,0.8,40.0,0,350,57,293,299,101,0.9546
Pune,Hadapsar,amanora_mall,Thursday,10.42,0,0,Clear,22.1,0.991,5.58,bicycle,50.0,1.2,60.0,0,800,608,192,270,75,0.12
Pune,Magarpatta,seasons_mall,Sunday,21.72,1,0,Rainy,26.7,0.34,15.95,motorcycle,50.0,0.96,48.0,0,600,77,523,529,234,0.7821
Pune,Kharadi,pict_campus,Thursday,11.0,0,0,Rainy,31.9,0.791,1.38,motorcycle,50.0,1.8,90.0,0,500,457,43,78,7,0.1979
Pune,Magarpatta,seasons_mall,Wednesday,8.5,0,0,Clear,40.2,0.929,12.39,scooter,50.0,1.2,60.0,0,600,385,215,266,36,0.2079
Pune,Magarpatta,seasons_mall,Sunday,11.03,1,0,Cloudy,17.6,0.401,10.22,scooter,50.0,0.8,40.0,0,600,176,424,446,186,0.8268
Pune,Kharadi,kharadi_it_park,Saturday,13.93,1,0,Cloudy,24.4,0.798,3.43,motorcycle,50.0,0.8,40.0,0,400,114,286,302,64,0.6341
Pune,Kharadi,eon_it_park,Sunday,6.65,1,0,Rainy,27.5,0.457,24.29,motorcycle,50.0,0.96,48.0,0,350,71,279,286,92,0.8248
Pune,Magarpatta,seasons_mall,Friday,6.22,0,0,Cloudy,34.2,0.239,15.16,motorcycle,50.0,0.8,40.0,0,600,41,559,564,88,0.792
Pune,Hadapsar,amanora_mall,Wednesday,21.08,0,0,Clear,28.0,0.25,15.87,motorcycle,50.0,0.8,40.0,0,800,66,734,743,303,0.9714
Pune,Magarpatta,seasons_mall,Friday,17.58,0,0,Rainy,30.9,1.0,18.71,car,50.0,1.87,93.6,1,600,411,189,236,44,0.2998
Pune,Kharadi,eon_it_park,Friday,7.62,0,0,Cloudy,30.1,0.207,17.05,motorcycle,50.0,0.8,40.0,0,350,78,272,281,50,0.6697
Pune,Kharadi,kharadi_it_park,Friday,14.28,0,0,Rainy,28.8,0.987,13.09,bicycle,50.0,1.8,90.0,0,400,392,8,48,2,0.1428
Pune,Kharadi,kharadi_it_park,Saturday,8.35,1,0,Cloudy,25.0,0.89,13.54,bicycle,50.0,1.0,50.0,0,400,175,225,249,58,0.5203
Pune,Magarpatta,seasons_mall,Saturday,22.02,1,0,Cloudy,37.4,0.306,16.92,car,50.0,0.8,40.0,0,600,30,570,573,177,0.98
Pune,Kharadi,kharadi_it_park,Thursday,13.55,0,0,Cloudy,34.3,0.55,11.77,car,50.0,1.5,75.0,0,400,390,10,46,1,0.024
Pune,Kharadi,pict_campus,Friday,7.72,0,0,Cloudy,16.7,0.301,20.31,car,50.0,0.8,40.0,0,500,71,429,434,165,0.7973
Pune,Kharadi,pict_campus,Thursday,22.27,0,0,Cloudy,24.1,0.279,21.61,scooter,50.0,0.8,40.0,0,500,85,415,427,66,0.7016
Pune,Kharadi,kharadi_it_park,Saturday,20.43,1,0,Cloudy,27.6,0.328,11.71,motorcycle,50.0,0.8,40.0,0,400,20,380,381,104,0.98
Pune,Kharadi,kharadi_it_park,Saturday,14.25,1,0,Cloudy,38.9,0.547,12.28,scooter,50.0,1.3,65.0,1,400,225,175,191,71,0.5533
Pune,Kharadi,eon_it_park,Saturday,9.58,1,0,Cloudy,30.4,0.75,5.45,scooter,50.0,1.0,50.0,0,350,173,177,188,60,0.5317
Pune,Kharadi,pict_campus,Wednesday,6.35,0,0,Rainy,26.4,0.559,1.85,car,50.0,0.96,48.0,0,500,137,363,373,56,0.6918
Pune,Hadapsar,amanora_mall,Thursday,9.77,0,0,Cloudy,39.6,0.823,13.7,scooter,50.0,1.5,75.0,0,800,751,49,125,13,0.02
Pune,Kharadi,kharadi_it_park,Sunday,7.3,1,0,Clear,22.2,0.413,5.77,car,50.0,1.04,52.0,1,400,52,348,353,150,0.8779
Pune,Magarpatta,seasons_mall,Monday,16.68,0,0,Clear,26.3,0.493,17.42,car,50.0,1.95,97.5,1,600,481,119,173,25,0.1546
Pune,Hadapsar,amanora_mall,Thursday,8.0,0,0,Cloudy,27.3,0.95,19.96,scooter,50.0,1.2,60.0,0,800,600,200,245,58,0.256
Pune,Hadapsar,amanora_mall,Sunday,10.3,1,0,Clear,40.9,0.759,5.5,motorcycle,50.0,1.0,50.0,0,800,242,558,578,226,0.6731
Pune,Kharadi,kharadi_it_park,Monday,11.0,0,0,Rainy,28.1,0.762,9.88,motorcycle,50.0,1.8,90.0,0,400,392,8,46,3,0.02
Pune,Kharadi,pict_campus,Friday,17.9,0,0,Clear,23.3,0.973,9.94,car,50.0,1.0,50.0,0,500,248,252,273,69,0.6056
Pune,Magarpatta,seasons_mall,Wednesday,19.58,0,0,Cloudy,30.6,0.624,1.38,motorcycle,50.0,1.0,50.0,0,600,186,414,440,130,0.8003
Pune,Kharadi,kharadi_it_park,Sunday,8.47,1,0,Cloudy,27.9,0.839,7.6,scooter,50.0,1.0,50.0,0,400,194,206,216,53,0.4107
Pune,Kharadi,eon_it_park,Tuesday,12.5,0,0,Clear,34.4,0.454,8.23,car,50.0,1.5,75.0,0,350,292,58,72,21,0.3118
Pune,Kharadi,kharadi_it_park,Sunday,8.47,1,0,Cloudy,34.3,0.695,1.77,car,50.0,1.0,50.0,0,400,127,273,286,48,0.5337
Pune,Hadapsar,amanora_mall,Sunday,17.17,1,0,Cloudy,21.5,0.754,20.7,car,50.0,0.8,40.0,0,800,145,655,670,184,0.9596
Pune,Kharadi,eon_it_park,Monday,12.92,0,0,Cloudy,25.6,0.496,17.98,scooter,50.0,1.95,97.5,1,350,343,7,35,1,0.02
Pune,Magarpatta,seasons_mall,Thursday,8.45,0,0,Cloudy,38.2,0.77,17.81,scooter,50.0,1.2,60.0,0,600,440,160,187,53,0.0713
Pune,Kharadi,pict_campus,Tuesday,16.07,0,1,Cloudy,28.4,0.44,2.89,motorcycle,50.0,0.8,40.0,0,500,78,422,429,111,0.8465
Pune,Hadapsar,amanora_mall,Friday,21.3,0,0,Cloudy,18.6,0.396,12.09,motorcycle,50.0,0.8,40.0,0,800,130,670,682,141,0.8463
Pune,Kharadi,pict_campus,Friday,17.05,0,0,Cloudy,27.0,0.763,3.4,motorcycle,50.0,1.0,50.0,0,500,278,222,260,80,0.4523
Pune,Hadapsar,amanora_mall,Tuesday,11.8,0,0,Clear,34.4,0.714,8.58,scooter,50.0,1.5,75.0,0,800,641,159,250,52,0.2076
Pune,Kharadi,eon_it_park,Tuesday,11.47,0,0,Cloudy,20.4,0.42,0.58,scooter,50.0,1.2,60.0,0,350,234,116,146,50,0.3299
Pune,Kharadi,pict_campus,Wednesday,13.73,0,0,Cloudy,28.4,0.723,7.53,scooter,50.0,1.5,75.0,0,500,459,41,67,10,0.178
Pune,Kharadi,eon_it_park,Monday,6.87,0,0,Cloudy,26.9,0.246,5.64,car,50.0,0.8,40.0,0,350,97,253,257,101,0.6776
Pune,Kharadi,kharadi_it_park,Sunday,9.45,1,0,Cloudy,28.2,0.973,5.0,car,50.0,1.0,50.0,0,400,189,211,221,65,0.5337
Pune,Kharadi,eon_it_park,Wednesday,10.97,0,0,Cloudy,24.9,0.846,11.5,car,50.0,1.5,75.0,0,350,343,7,39,1,0.02
Pune,Hadapsar,amanora_mall,Saturday,17.17,1,0,Clear,27.9,0.812,22.39,scooter,50.0,0.8,40.0,0,800,226,574,600,147,0.6913
Pune,Kharadi,pict_campus,Tuesday,7.52,0,0,Cloudy,31.4,0.149,15.09,car,50.0,0.8,40.0,0,500,111,389,395,152,0.6373
Pune,Hadapsar,amanora_mall,Thursday,10.85,0,0,Clear,34.9,0.831,14.13,car,50.0,1.2,60.0,0,800,612,188,242,54,0.055
Pune,Magarpatta,seasons_mall,Friday,20.33,0,0,Rainy,24.8,0.501,15.57,car,50.0,1.25,62.4,1,600,118,482,491,75,0.8413
Pune,Magarpatta,seasons_mall,Friday,7.38,0,1,Clear,24.2,0.141,7.42,bicycle,50.0,0.8,40.0,0,600,30,570,573,150,0.98
Pune,Hadapsar,amanora_mall,Thursday,8.92,0,0,Clear,42.0,0.756,10.3,scooter,50.0,1.5,75.0,0,800,695,105,183,27,0.1726
Pune,Kharadi,kharadi_it_park,Thursday,12.65,0,0,Clear,18.6,0.761,7.42,car,50.0,1.5,75.0,0,400,369,31,78,9,0.0906
Pune,Hadapsar,amanora_mall,Tuesday,20.73,0,0,Clear,32.4,0.407,13.18,motorcycle,50.0,0.8,40.0,0,800,171,629,645,97,0.6513
Pune,Magarpatta,seasons_mall,Saturday,10.7,1,0,Rainy,24.3,1.0,16.54,motorcycle,50.0,1.2,60.0,0,600,210,390,400,106,0.5962
Pune,Kharadi,eon_it_park,Sunday,11.9,1,0,Cloudy,18.2,0.511,24.79,motorcycle,50.0,1.0,50.0,0,350,136,214,227,48,0.6215
Pune,Kharadi,pict_campus,Monday,19.57,0,0,Cloudy,29.7,0.774,8.27,scooter,50.0,1.0,50.0,0,500,241,259,283,43,0.6722
Pune,Kharadi,kharadi_it_park,Sunday,18.5,1,0,Clear,25.7,0.623,10.79,motorcycle,50.0,0.8,40.0,0,400,75,325,334,49,0.9279
Pune,Kharadi,eon_it_park,Thursday,9.43,0,1,Rainy,31.3,1.0,23.69,scooter,50.0,0.96,48.0,0,350,74,276,284,86,0.6323
Pune,Kharadi,eon_it_park,Thursday,17.2,0,0,Clear,25.7,0.764,9.34,car,50.0,1.0,50.0,0,350,209,141,165,50,0.5103
Pune,Magarpatta,seasons_mall,Wednesday,12.53,0,0,Clear,20.8,0.742,24.33,car,50.0,1.0,50.0,0,600,327,273,293,73,0.4534
Pune,Hadapsar,amanora_mall,Tuesday,21.95,0,0,Cloudy,15.1,0.211,2.4,bicycle,50.0,1.3,65.0,1,800,243,557,592,239,0.7843
Pune,Kharadi,eon_it_park,Monday,22.98,0,0,Rainy,27.6,0.484,12.13,car,50.0,1.2,60.0,0,350,118,232,245,98,0.7957
Pune,Kharadi,eon_it_park,Sunday,18.37,1,0,Cloudy,20.1,0.994,18.19,car,50.0,0.8,40.0,0,350,90,260,268,81,0.7203
Pune,Kharadi,eon_it_park,Friday,21.98,0,0,Cloudy,26.4,0.337,12.46,scooter,50.0,0.8,40.0,0,350,99,251,260,40,0.6553
Pune,Magarpatta,seasons_mall,Wednesday,11.87,0,0,Clear,30.6,0.648,8.42,scooter,50.0,1.0,50.0,0,600,347,253,283,86,0.2984
Pune,Kharadi,pict_campus,Wednesday,11.12,0,0,Cloudy,25.3,0.512,11.71,motorcycle,50.0,1.5,75.0,0,500,428,72,134,24,0.0356
Pune,Kharadi,eon_it_park,Friday,12.8,0,0,Clear,35.8,0.754,12.76,car,50.0,1.5,75.0,0,350,342,8,33,2,0.1339
Pune,Kharadi,kharadi_it_park,Monday,22.15,0,0,Cloudy,26.0,0.332,19.92,car,50.0,0.8,40.0,0,400,60,340,347,53,0.7852
Pune,Magarpatta,seasons_mall,Sunday,9.03,1,0,Clear,16.7,0.751,14.91,bicycle,50.0,1.3,65.0,1,600,298,302,320,132,0.4144
Pune,Hadapsar,amanora_mall,Thursday,13.32,0,0,Cloudy,27.4,0.746,17.9,motorcycle,50.0,1.2,60.0,0,800,521,279,336,81,0.2097
Pune,Magarpatta,seasons_mall,Saturday,13.75,1,0,Cloudy,16.4,0.516,15.96,car,50.0,0.8,40.0,0,600,89,511,521,83,0.9579
Pune,Kharadi,eon_it_park,Wednesday,9.97,0,0,Cloudy,41.7,0.623,24.42,car,50.0,1.5,75.0,0,350,342,8,54,1,0.02
Pune,Kharadi,kharadi_it_park,Saturday,6.03,1,1,Cloudy,18.4,0.1,12.09,scooter,50.0,0.8,40.0,0,400,20,380,382,134,0.98
Pune,Kharadi,pict_campus,Tuesday,7.23,0,0,Clear,33.1,0.265,7.59,bicycle,50.0,0.8,40.0,0,500,107,393,398,120,0.7889
Pune,Kharadi,pict_campus,Saturday,21.12,1,0,Cloudy,37.7,0.112,10.78,motorcycle,50.0,0.8,40.0,0,500,67,433,438,171,0.7847
Pune,Kharadi,pict_campus,Wednesday,6.9,0,0,Rainy,31.4,0.688,23.69,bicycle,50.0,1.2,60.0,0,500,158,342,355,152,0.7033
Pune,Kharadi,eon_it_park,Wednesday,12.9,0,0,Cloudy,24.8,0.409,9.7,car,50.0,1.95,97.5,1,350,343,7,44,2,0.02
Pune,Magarpatta,seasons_mall,Thursday,17.57,0,0,Cloudy,24.9,0.789,3.37,scooter,50.0,1.0,50.0,0,600,196,404,414,174,0.9176
Pune,Hadapsar,amanora_mall,Thursday,17.3,0,0,Cloudy,31.5,0.799,20.75,car,50.0,1.56,78.0,1,800,603,197,241,65,0.3542
Pune,Kharadi,eon_it_park,Sunday,20.47,1,0,Clear,18.8,0.404,24.04,car,50.0,1.04,52.0,1,350,37,313,317,125,0.98
Pune,Kharadi,pict_campus,Wednesday,12.23,0,0,Cloudy,17.0,0.768,5.1,car,50.0,1.2,60.0,0,500,394,106,159,46,0.0981
Pune,Hadapsar,amanora_mall,Wednesday,9.7,0,0,Cloudy,31.0,0.674,19.7,car,50.0,1.5,75.0,0,800,685,115,185,36,0.0746
Pune,Hadapsar,amanora_mall,Sunday,11.62,1,0,Cloudy,30.7,0.758,21.21,car,50.0,0.8,40.0,0,800,210,590,617,192,0.7159
Pune,Kharadi,kharadi_it_park,Wednesday,18.0,0,0,Cloudy,26.0,0.856,2.64,scooter,50.0,1.2,60.0,0,400,264,136,173,56,0.5817
Pune,Hadapsar,amanora_mall,Saturday,9.53,1,0,Cloudy,31.1,0.689,4.88,scooter,50.0,1.0,50.0,0,800,306,494,526,147,0.6626
Pune,Kharadi,eon_it_park,Monday,10.35,0,0,Cloudy,26.7,0.956,9.57,scooter,50.0,1.95,97.5,1,350,343,7,56,2,0.02
Pune,Kharadi,kharadi_it_park,Sunday,9.58,1,0,Cloudy,20.6,0.689,11.2,bicycle,50.0,1.0,50.0,0,400,147,253,270,112,0.4196
Pune,Kharadi,eon_it_park,Tuesday,17.7,0,0,Clear,37.3,0.621,15.56,motorcycle,50.0,1.0,50.0,0,350,201,149,174,45,0.4982
Pune,Kharadi,kharadi_it_park,Sunday,20.62,1,0,Cloudy,24.5,0.125,2.68,car,50.0,0.8,40.0,0,400,20,380,382,104,0.8389
Pune,Hadapsar,amanora_mall,Monday,12.67,0,0,Cloudy,20.1,0.468,18.43,bicycle,50.0,1.2,60.0,0,800,521,279,326,82,0.3247
Pune,Kharadi,pict_campus,Sunday,21.62,1,0,Cloudy,37.7,0.1,7.14,bicycle,50.0,0.8,40.0,0,500,25,475,476,89,0.9627
Pune,Hadapsar,amanora_mall,Monday,22.8,0,0,Clear,35.9,0.256,11.73,motorcycle,50.0,0.8,40.0,0,800,96,704,713,159,0.7441
Pune,Kharadi,pict_campus,Thursday,19.2,0,0,Cloudy,20.1,0.686,21.8,scooter,50.0,1.0,50.0,0,500,270,230,262,70,0.6055
Pune,Kharadi,kharadi_it_park,Saturday,21.83,1,0,Cloudy,18.1,0.1,23.4,scooter,50.0,0.8,40.0,0,400,20,380,382,170,0.8978
Pune,Kharadi,eon_it_park,Wednesday,18.97,0,0,Cloudy,29.4,0.987,5.04,car,50.0,1.2,60.0,0,350,243,107,131,33,0.2818
Pune,Hadapsar,amanora_mall,Sunday,15.03,1,0,Clear,40.5,0.785,12.06,car,50.0,0.8,40.0,0,800,196,604,626,106,0.8448
Pune,Hadapsar,amanora_mall,Tuesday,14.2,0,0,Rainy,30.3,0.932,4.61,motorcycle,50.0,1.8,90.0,0,800,718,82,158,28,0.1141
Pune,Kharadi,eon_it_park,Tuesday,16.43,0,0,Cloudy,29.1,0.575,8.34,scooter,50.0,1.5,75.0,0,350,331,19,56,6,0.164
Pune,Magarpatta,seasons_mall,Saturday,16.58,1,0,Clear,25.0,0.686,3.04,motorcycle,50.0,0.8,40.0,0,600,90,510,522,154,0.9501
Pune,Magarpatta,seasons_mall,Tuesday,22.58,0,0,Cloudy,30.9,0.166,12.58,car,50.0,0.8,40.0,0,600,88,512,525,78,0.8114
Pune,Kharadi,eon_it_park,Tuesday,17.62,0,0,Cloudy,39.3,0.625,18.94,motorcycle,50.0,1.0,50.0,0,350,198,152,164,61,0.4498
Pune,Magarpatta,seasons_mall,Friday,22.42,0,0,Cloudy,18.9,0.108,1.55,scooter,50.0,0.8,40.0,0,600,48,552,556,150,0.7991
Pune,Kharadi,kharadi_it_park,Monday,13.28,0,0,Rainy,26.8,0.847,5.51,motorcycle,50.0,1.8,90.0,0,400,392,8,49,1,0.05
Pune,Kharadi,eon_it_park,Friday,11.35,0,0,Rainy,27.8,1.0,12.87,motorcycle,50.0,2.34,117.0,1,350,343,7,55,2,0.02
Pune,Kharadi,eon_it_park,Monday,8.7,0,0,Clear,27.1,0.943,11.87,car,50.0,1.5,75.0,0,350,335,15,64,5,0.02
Pune,Magarpatta,seasons_mall,Saturday,22.1,1,0,Clear,28.7,0.307,11.43,motorcycle,50.0,1.04,52.0,1,600,30,570,572,166,0.8602
Pune,Kharadi,kharadi_it_park,Tuesday,19.45,0,0,Clear,35.5,0.843,10.07,scooter,50.0,1.0,50.0,0,400,222,178,189,39,0.606
Pune,Kharadi,eon_it_park,Thursday,10.45,0,0,Cloudy,26.0,0.601,15.52,scooter,50.0,1.5,75.0,0,350,343,7,51,2,0.02
Pune,Magarpatta,seasons_mall,Saturday,17.53,1,0,Cloudy,25.0,0.65,11.6,motorcycle,50.0,0.8,40.0,0,600,54,546,548,120,0.98
Pune,Kharadi,kharadi_it_park,Saturday,19.82,1,0,Clear,33.0,0.89,5.94,motorcycle,50.0,0.8,40.0,0,400,110,290,300,50,0.7568
Pune,Magarpatta,seasons_mall,Friday,8.23,0,0,Cloudy,26.1,0.862,8.74,car,50.0,1.2,60.0,0,600,361,239,290,59,0.3447
Pune,Kharadi,kharadi_it_park,Saturday,19.85,1,0,Clear,30.7,0.688,7.38,car,50.0,1.3,65.0,1,400,133,267,283,57,0.8122
Pune,Kharadi,pict_campus,Sunday,11.33,1,0,Clear,25.2,0.466,2.02,scooter,50.0,1.0,50.0,0,500,206,294,315,122,0.7113
Pune,Hadapsar,amanora_mall,Tuesday,20.33,0,0,Cloudy,35.2,0.26,20.35,scooter,50.0,0.8,40.0,0,800,186,614,639,157,0.7166
Pune,Hadapsar,amanora_mall,Thursday,13.97,0,0,Rainy,28.5,1.0,12.81,motorcycle,50.0,1.8,90.0,0,800,730,70,170,21,0.0732
Pune,Kharadi,eon_it_park,Tuesday,11.68,0,0,Cloudy,27.8,0.425,9.61,car,50.0,1.5,75.0,0,350,310,40,67,6,0.1065
